,timestamp_start,timestamp_end,qSQI_score,cSQI_score,sSQI_score,kSQI_score,pSQI_score,basSQI_score,annot_2,annot_3,record,consensus
1054,2020-12-18 13:35:08.000000000,2020-12-18 13:35:10.000000000,0.8,0.764,2.693,12.295,0.499,0.993,1,1,emg6+emg6- 77,1
1055,2020-12-18 13:35:10.000000000,2020-12-18 13:35:12.000000000,0.857,0.779,2.452,7.967,0.502,0.986,1,1,emg6+emg6- 77,1
1056,2020-12-18 13:35:12.000000000,2020-12-18 13:35:14.000000000,0.667,0.54,2.515,10.324,0.465,0.977,1,1,emg6+emg6- 77,1
1057,2020-12-18 13:35:14.000000000,2020-12-18 13:35:16.000000000,0.5,0.525,2.728,13.105,0.506,0.969,1,1,emg6+emg6- 77,1
1058,2020-12-18 13:35:16.000000000,2020-12-18 13:35:18.000000000,0.8,0.846,2.349,8.729,0.479,0.971,1,1,emg6+emg6- 77,1
1059,2020-12-18 13:35:18.000000000,2020-12-18 13:35:20.000000000,0.667,0.641,2.773,11.999,0.491,0.97,1,1,emg6+emg6- 77,1
1060,2020-12-18 13:35:20.000000000,2020-12-18 13:35:22.000000000,0.667,0.566,2.281,9.263,0.5,0.968,1,1,emg6+emg6- 77,1
1061,2020-12-18 13:35:22.000000000,2020-12-18 13:35:24.000000000,0.5,0.517,3.352,16.853,0.496,0.973,1,1,emg6+emg6- 77,1
1062,2020-12-18 13:35:24.000000000,2020-12-18 13:35:26.000000000,0.8,0.835,2.489,10.103,0.514,0.973,1,1,emg6+emg6- 77,1
1063,2020-12-18 13:35:26.000000000,2020-12-18 13:35:28.000000000,1.0,0.672,2.982,12.265,0.503,0.987,1,1,emg6+emg6- 77,1
1064,2020-12-18 13:35:28.000000000,2020-12-18 13:35:30.000000000,0.667,0.585,2.418,10.055,0.474,0.97,1,1,emg6+emg6- 77,1
1065,2020-12-18 13:35:30.000000000,2020-12-18 13:35:32.000000000,1.0,0.579,2.869,11.785,0.494,0.975,1,1,emg6+emg6- 77,1
1066,2020-12-18 13:35:32.000000000,2020-12-18 13:35:34.000000000,1.0,0.636,2.482,10.224,0.441,0.984,1,1,emg6+emg6- 77,1
1067,2020-12-18 13:35:34.000000000,2020-12-18 13:35:36.000000000,1.0,0.64,2.633,11.314,0.506,0.952,1,1,emg6+emg6- 77,1
1068,2020-12-18 13:35:36.000000000,2020-12-18 13:35:38.000000000,0.667,0.587,2.242,9.062,0.486,0.957,1,1,emg6+emg6- 77,1
1069,2020-12-18 13:35:38.000000000,2020-12-18 13:35:40.000000000,0.667,0.592,2.854,11.969,0.486,0.991,1,1,emg6+emg6- 77,1
1070,2020-12-18 13:35:40.000000000,2020-12-18 13:35:42.000000000,0.5,0.498,2.191,10.39,0.505,0.958,1,1,emg6+emg6- 77,1
1071,2020-12-18 13:35:42.000000000,2020-12-18 13:35:44.000000000,0.8,0.955,2.891,11.333,0.477,0.983,1,1,emg6+emg6- 77,1
1072,2020-12-18 13:35:44.000000000,2020-12-18 13:35:46.000000000,0.8,0.781,2.732,11.397,0.499,0.992,1,1,emg6+emg6- 77,1
1073,2020-12-18 13:35:46.000000000,2020-12-18 13:35:48.000000000,1.0,0.676,2.358,9.943,0.501,0.957,1,1,emg6+emg6- 77,1
1074,2020-12-18 13:35:48.000000000,2020-12-18 13:35:50.000000000,0.5,0.576,3.142,16.044,0.507,0.967,1,1,emg6+emg6- 77,1
1075,2020-12-18 13:35:50.000000000,2020-12-18 13:35:52.000000000,0.8,0.933,2.576,10.307,0.511,0.966,1,1,emg6+emg6- 77,1
1076,2020-12-18 13:35:52.000000000,2020-12-18 13:35:54.000000000,0.8,0.733,2.329,6.716,0.515,0.898,0,0,emg6+emg6- 77,0
1077,2020-12-18 13:35:54.000000000,2020-12-18 13:35:56.000000000,1.0,0.655,1.954,6.834,0.427,0.955,1,1,emg6+emg6- 77,1
1078,2020-12-18 13:35:56.000000000,2020-12-18 13:35:58.000000000,1.0,0.64,1.863,7.042,0.533,0.968,1,1,emg6+emg6- 77,1
1079,2020-12-18 13:35:58.000000000,2020-12-18 13:36:00.000000000,1.0,0.674,2.606,10.148,0.506,0.938,1,1,emg6+emg6- 77,1
1080,2020-12-18 13:36:00.000000000,2020-12-18 13:36:02.000000000,1.0,0.676,1.857,4.409,0.509,0.959,1,0,emg6+emg6- 77,0
1081,2020-12-18 13:36:02.000000000,2020-12-18 13:36:04.000000000,0.8,0.717,2.191,7.864,0.496,0.97,1,1,emg6+emg6- 77,1
1082,2020-12-18 13:36:04.000000000,2020-12-18 13:36:06.000000000,0.667,0.814,2.295,7.52,0.526,0.989,1,1,emg6+emg6- 77,1
1083,2020-12-18 13:36:06.000000000,2020-12-18 13:36:08.000000000,1.0,0.505,1.95,6.535,0.485,0.986,1,1,emg6+emg6- 77,1
1084,2020-12-18 13:36:08.000000000,2020-12-18 13:36:10.000000000,0.667,0.635,3.011,9.121,0.445,0.92,1,0,emg6+emg6- 77,0
1085,2020-12-18 13:36:10.000000000,2020-12-18 13:36:12.000000000,0.667,1.087,-0.272,1.982,0.624,0.901,0,0,emg6+emg6- 77,0
1086,2020-12-18 13:36:12.000000000,2020-12-18 13:36:14.000000000,0.857,0.833,0.896,3.801,0.53,0.984,0,0,emg6+emg6- 77,0
1087,2020-12-18 13:36:14.000000000,2020-12-18 13:36:16.000000000,0.667,0.558,1.098,4.288,0.511,0.948,1,1,emg6+emg6- 77,1
1088,2020-12-18 13:36:16.000000000,2020-12-18 13:36:18.000000000,1.0,0.649,2.781,11.405,0.497,0.993,1,1,emg6+emg6- 77,1
1089,2020-12-18 13:36:18.000000000,2020-12-18 13:36:20.000000000,0.667,0.833,2.208,7.436,0.518,0.993,1,1,emg6+emg6- 77,1
1090,2020-12-18 13:36:20.000000000,2020-12-18 13:36:22.000000000,0.667,0.512,2.589,10.736,0.499,0.949,1,1,emg6+emg6- 77,1
1091,2020-12-18 13:36:22.000000000,2020-12-18 13:36:24.000000000,1.0,0.577,1.396,4.571,0.504,0.971,1,0,emg6+emg6- 77,0
1092,2020-12-18 13:36:24.000000000,2020-12-18 13:36:26.000000000,1.0,0.632,2.435,10.029,0.526,0.967,1,1,emg6+emg6- 77,1
1093,2020-12-18 13:36:26.000000000,2020-12-18 13:36:28.000000000,0.8,0.716,2.731,10.884,0.488,0.979,1,1,emg6+emg6- 77,1
1094,2020-12-18 13:36:28.000000000,2020-12-18 13:36:30.000000000,0.667,0.807,2.292,7.588,0.479,0.981,1,1,emg6+emg6- 77,1
1095,2020-12-18 13:36:30.000000000,2020-12-18 13:36:32.000000000,1.0,0.51,1.434,8.19,0.483,0.951,1,1,emg6+emg6- 77,1
1096,2020-12-18 13:36:32.000000000,2020-12-18 13:36:34.000000000,0.667,0.565,2.977,12.355,0.475,0.978,1,1,emg6+emg6- 77,1
1097,2020-12-18 13:36:34.000000000,2020-12-18 13:36:36.000000000,0.667,0.551,2.183,9.733,0.505,0.962,1,1,emg6+emg6- 77,1
1098,2020-12-18 13:36:36.000000000,2020-12-18 13:36:38.000000000,0.5,0.482,3.644,19.054,0.494,0.99,1,1,emg6+emg6- 77,1
1099,2020-12-18 13:36:38.000000000,2020-12-18 13:36:40.000000000,0.8,0.903,2.477,10.395,0.522,0.974,1,1,emg6+emg6- 77,1
1100,2020-12-18 13:36:40.000000000,2020-12-18 13:36:42.000000000,0.8,0.85,2.983,12.298,0.426,0.975,1,1,emg6+emg6- 77,1
1101,2020-12-18 13:36:42.000000000,2020-12-18 13:36:44.000000000,0.667,0.855,2.494,9.136,0.436,0.99,1,1,emg6+emg6- 77,1
1102,2020-12-18 13:36:44.000000000,2020-12-18 13:36:46.000000000,1.0,0.47,2.987,14.291,0.406,0.989,1,1,emg6+emg6- 77,1
1103,2020-12-18 13:36:46.000000000,2020-12-18 13:36:48.000000000,1.0,0.463,1.859,3.209,0.488,0.93,1,1,emg6+emg6- 77,1
1104,2020-12-18 13:36:48.000000000,2020-12-18 13:36:50.000000000,0.333,0.813,-2.602,7.327,0.586,0.871,0,0,emg6+emg6- 77,0
1105,2020-12-18 13:36:50.000000000,2020-12-18 13:36:52.000000000,0.8,0.9,-2.266,8.015,0.635,0.918,1,1,emg6+emg6- 77,1
1106,2020-12-18 13:36:52.000000000,2020-12-18 13:36:54.000000000,0.8,0.945,2.978,12.893,0.511,0.995,1,1,emg6+emg6- 77,1
1107,2020-12-18 13:36:54.000000000,2020-12-18 13:36:56.000000000,1.0,0.717,2.416,10.024,0.509,0.958,1,1,emg6+emg6- 77,1
1108,2020-12-18 13:36:56.000000000,2020-12-18 13:36:58.000000000,0.5,0.554,2.988,13.768,0.498,0.943,1,1,emg6+emg6- 77,1
1109,2020-12-18 13:36:58.000000000,2020-12-18 13:37:00.000000000,0.8,0.888,2.683,11.306,0.515,0.973,1,1,emg6+emg6- 77,1
1110,2020-12-18 13:37:00.000000000,2020-12-18 13:37:02.000000000,0.8,0.777,2.934,12.382,0.49,0.991,1,1,emg6+emg6- 77,1
1111,2020-12-18 13:37:02.000000000,2020-12-18 13:37:04.000000000,0.4,0.645,2.902,12.957,0.508,0.978,1,1,emg6+emg6- 77,1
1112,2020-12-18 13:37:04.000000000,2020-12-18 13:37:06.000000000,1.0,0.476,2.85,14.226,0.5,0.984,1,1,emg6+emg6- 77,1
1113,2020-12-18 13:37:06.000000000,2020-12-18 13:37:08.000000000,0.8,0.762,2.884,11.974,0.477,0.987,1,1,emg6+emg6- 77,1
1114,2020-12-18 13:37:08.000000000,2020-12-18 13:37:10.000000000,0.667,0.603,2.708,11.784,0.482,0.994,1,1,emg6+emg6- 77,1
1115,2020-12-18 13:37:10.000000000,2020-12-18 13:37:12.000000000,0.4,0.539,2.896,15.268,0.473,0.964,1,1,emg6+emg6- 77,1
1116,2020-12-18 13:37:12.000000000,2020-12-18 13:37:14.000000000,1.0,0.475,3.161,13.655,0.492,0.981,1,1,emg6+emg6- 77,1
1117,2020-12-18 13:37:14.000000000,2020-12-18 13:37:16.000000000,0.8,0.783,2.607,8.588,0.534,0.957,0,0,emg6+emg6- 77,0
1118,2020-12-18 13:37:16.000000000,2020-12-18 13:37:18.000000000,0.4,0.68,-1.946,4.701,0.464,0.948,0,0,emg6+emg6- 77,0
1119,2020-12-18 13:37:18.000000000,2020-12-18 13:37:20.000000000,0.8,0.748,0.846,1.968,0.486,0.991,0,0,emg6+emg6- 77,0
1120,2020-12-18 13:37:20.000000000,2020-12-18 13:37:22.000000000,0.889,0.632,1.01,1.708,0.565,0.894,0,0,emg6+emg6- 77,0
1121,2020-12-18 13:37:22.000000000,2020-12-18 13:37:24.000000000,0.667,0.96,4.312,24.017,0.534,0.954,0,0,emg6+emg6- 77,0
1122,2020-12-18 13:37:24.000000000,2020-12-18 13:37:26.000000000,0.8,0.895,2.455,8.063,0.499,0.923,0,0,emg6+emg6- 77,0
1123,2020-12-18 13:37:26.000000000,2020-12-18 13:37:28.000000000,0.8,0.799,1.715,6.797,0.503,0.951,1,1,emg6+emg6- 77,1
1124,2020-12-18 13:37:28.000000000,2020-12-18 13:37:30.000000000,0.667,0.857,1.664,7.244,0.491,0.964,1,1,emg6+emg6- 77,1
1125,2020-12-18 13:37:30.000000000,2020-12-18 13:37:32.000000000,1.0,0.492,2.387,7.739,0.509,0.995,1,1,emg6+emg6- 77,1
1126,2020-12-18 13:37:32.000000000,2020-12-18 13:37:34.000000000,0.667,0.536,2.159,8.552,0.486,0.98,1,1,emg6+emg6- 77,1
1127,2020-12-18 13:37:34.000000000,2020-12-18 13:37:36.000000000,0.667,0.554,2.731,10.553,0.516,0.984,1,1,emg6+emg6- 77,1
1128,2020-12-18 13:37:36.000000000,2020-12-18 13:37:38.000000000,0.667,0.503,1.807,4.848,0.591,0.935,0,0,emg6+emg6- 77,0
1129,2020-12-18 13:37:38.000000000,2020-12-18 13:37:40.000000000,1.0,0.633,2.591,9.797,0.522,0.975,1,1,emg6+emg6- 77,1
1130,2020-12-18 13:37:40.000000000,2020-12-18 13:37:42.000000000,0.4,0.753,-1.713,3.891,0.527,0.927,0,0,emg6+emg6- 77,0
1131,2020-12-18 13:37:42.000000000,2020-12-18 13:37:44.000000000,0.8,0.856,2.842,10.812,0.469,0.977,1,1,emg6+emg6- 77,1
1132,2020-12-18 13:37:44.000000000,2020-12-18 13:37:46.000000000,0.8,0.926,1.731,5.555,0.537,0.939,1,1,emg6+emg6- 77,1
1133,2020-12-18 13:37:46.000000000,2020-12-18 13:37:48.000000000,0.8,0.961,1.336,3.663,0.535,0.904,1,1,emg6+emg6- 77,1
1134,2020-12-18 13:37:48.000000000,2020-12-18 13:37:50.000000000,0.8,0.846,2.426,11.381,0.524,0.944,1,1,emg6+emg6- 77,1
1135,2020-12-18 13:37:50.000000000,2020-12-18 13:37:52.000000000,0.8,0.775,2.748,12.257,0.485,0.977,1,1,emg6+emg6- 77,1
1136,2020-12-18 13:37:52.000000000,2020-12-18 13:37:54.000000000,1.0,0.655,2.436,11.447,0.448,0.972,1,1,emg6+emg6- 77,1
1137,2020-12-18 13:37:54.000000000,2020-12-18 13:37:56.000000000,1.0,0.677,2.757,11.378,0.439,0.988,1,1,emg6+emg6- 77,1
1138,2020-12-18 13:37:56.000000000,2020-12-18 13:37:58.000000000,1.0,0.666,2.652,11.748,0.49,0.964,1,1,emg6+emg6- 77,1
1139,2020-12-18 13:37:58.000000000,2020-12-18 13:38:00.000000000,0.5,0.572,2.823,13.525,0.496,0.957,1,1,emg6+emg6- 77,1
1140,2020-12-18 13:38:00.000000000,2020-12-18 13:38:02.000000000,0.8,0.958,2.62,12.151,0.47,0.977,1,1,emg6+emg6- 77,1
1141,2020-12-18 13:38:02.000000000,2020-12-18 13:38:04.000000000,0.8,0.75,2.412,10.277,0.501,0.972,1,1,emg6+emg6- 77,1
1142,2020-12-18 13:38:04.000000000,2020-12-18 13:38:06.000000000,1.0,0.689,1.774,3.747,0.534,0.95,1,0,emg6+emg6- 77,0
1143,2020-12-18 13:38:06.000000000,2020-12-18 13:38:08.000000000,1.0,0.63,2.545,9.054,0.506,0.968,1,0,emg6+emg6- 77,0
1144,2020-12-18 13:38:08.000000000,2020-12-18 13:38:10.000000000,0.8,0.702,1.469,6.11,0.437,0.944,1,1,emg6+emg6- 77,1
1145,2020-12-18 13:38:10.000000000,2020-12-18 13:38:12.000000000,0.8,0.719,1.882,7.618,0.506,0.919,0,0,emg6+emg6- 77,0
1146,2020-12-18 13:38:12.000000000,2020-12-18 13:38:14.000000000,0.8,0.861,3.462,15.199,0.528,0.985,1,1,emg6+emg6- 77,1
1147,2020-12-18 13:38:14.000000000,2020-12-18 13:38:16.000000000,1.0,0.705,2.989,11.898,0.497,0.978,1,1,emg6+emg6- 77,1
1148,2020-12-18 13:38:16.000000000,2020-12-18 13:38:18.000000000,0.5,0.536,3.09,15.05,0.479,0.98,1,1,emg6+emg6- 77,1
1149,2020-12-18 13:38:18.000000000,2020-12-18 13:38:20.000000000,1.0,0.452,2.827,12.136,0.48,0.985,1,1,emg6+emg6- 77,1
1150,2020-12-18 13:38:20.000000000,2020-12-18 13:38:22.000000000,0.8,0.774,2.711,10.676,0.46,0.981,1,1,emg6+emg6- 77,1
1151,2020-12-18 13:38:22.000000000,2020-12-18 13:38:24.000000000,1.0,0.635,2.959,12.788,0.483,0.981,1,1,emg6+emg6- 77,1
1152,2020-12-18 13:38:24.000000000,2020-12-18 13:38:26.000000000,1.0,0.558,2.452,10.416,0.465,0.98,1,1,emg6+emg6- 77,1
1153,2020-12-18 13:38:26.000000000,2020-12-18 13:38:28.000000000,0.5,0.48,3.47,17.387,0.49,0.976,1,1,emg6+emg6- 77,1
1154,2020-12-18 13:38:28.000000000,2020-12-18 13:38:30.000000000,0.8,0.876,2.623,10.752,0.495,0.977,1,1,emg6+emg6- 77,1
1155,2020-12-18 13:38:30.000000000,2020-12-18 13:38:32.000000000,0.8,0.791,1.163,2.202,0.492,0.964,0,0,emg6+emg6- 77,0
1156,2020-12-18 13:38:32.000000000,2020-12-18 13:38:34.000000000,0.667,0.804,1.277,1.751,0.517,0.941,1,0,emg6+emg6- 77,0
1157,2020-12-18 13:38:34.000000000,2020-12-18 13:38:36.000000000,0.571,0.801,-0.857,4.951,0.409,0.949,0,0,emg6+emg6- 77,0
1158,2020-12-18 13:38:36.000000000,2020-12-18 13:38:38.000000000,0.571,0.951,1.781,4.678,0.546,0.907,0,0,emg6+emg6- 77,0
1159,2020-12-18 13:38:38.000000000,2020-12-18 13:38:40.000000000,0.8,0.453,3.65,19.313,0.594,0.968,0,0,emg6+emg6- 77,0
1160,2020-12-18 13:38:40.000000000,2020-12-18 13:38:42.000000000,1.0,0.505,2.625,8.907,0.472,0.962,1,0,emg6+emg6- 77,0
1161,2020-12-18 13:38:42.000000000,2020-12-18 13:38:44.000000000,1.0,0.563,-0.301,-0.886,0.51,0.785,0,0,emg6+emg6- 77,0
1162,2020-12-18 13:38:44.000000000,2020-12-18 13:38:46.000000000,1.0,0.662,2.078,6.871,0.462,0.962,1,1,emg6+emg6- 77,1
1163,2020-12-18 13:38:46.000000000,2020-12-18 13:38:48.000000000,0.0,0.777,1.343,1.973,0.528,0.884,0,0,emg6+emg6- 77,0
1164,2020-12-18 13:38:48.000000000,2020-12-18 13:38:50.000000000,0.8,0.737,2.629,10.471,0.482,0.976,1,1,emg6+emg6- 77,1
1165,2020-12-18 13:38:50.000000000,2020-12-18 13:38:52.000000000,1.0,0.677,2.621,10.785,0.503,0.987,1,1,emg6+emg6- 77,1
1166,2020-12-18 13:38:52.000000000,2020-12-18 13:38:54.000000000,1.0,0.655,2.215,7.129,0.533,0.994,1,1,emg6+emg6- 77,1
1167,2020-12-18 13:38:54.000000000,2020-12-18 13:38:56.000000000,1.0,0.615,1.886,7.239,0.508,0.978,1,1,emg6+emg6- 77,1
1168,2020-12-18 13:38:56.000000000,2020-12-18 13:38:58.000000000,1.0,0.635,2.079,7.657,0.472,0.977,1,1,emg6+emg6- 77,1
1169,2020-12-18 13:38:58.000000000,2020-12-18 13:39:00.000000000,1.0,0.661,2.592,9.871,0.413,0.999,1,1,emg6+emg6- 77,1
1170,2020-12-18 13:39:00.000000000,2020-12-18 13:39:02.000000000,1.0,0.66,2.32,9.159,0.478,0.979,1,1,emg6+emg6- 77,1
1171,2020-12-18 13:39:02.000000000,2020-12-18 13:39:04.000000000,0.8,0.712,2.351,8.897,0.498,0.965,1,1,emg6+emg6- 77,1
1172,2020-12-18 13:39:04.000000000,2020-12-18 13:39:06.000000000,0.8,0.751,2.398,9.571,0.47,0.985,1,1,emg6+emg6- 77,1
1173,2020-12-18 13:39:06.000000000,2020-12-18 13:39:08.000000000,0.8,0.811,2.371,8.572,0.466,0.956,1,1,emg6+emg6- 77,1
1174,2020-12-18 13:39:08.000000000,2020-12-18 13:39:10.000000000,0.667,0.858,2.285,9.087,0.454,0.98,1,1,emg6+emg6- 77,1
1175,2020-12-18 13:39:10.000000000,2020-12-18 13:39:12.000000000,1.0,0.488,2.338,7.331,0.511,0.986,1,1,emg6+emg6- 77,1
1176,2020-12-18 13:39:12.000000000,2020-12-18 13:39:14.000000000,0.667,0.561,2.405,8.972,0.476,0.993,1,1,emg6+emg6- 77,1
1177,2020-12-18 13:39:14.000000000,2020-12-18 13:39:16.000000000,0.8,0.716,2.211,8.718,0.494,0.97,1,1,emg6+emg6- 77,1
1178,2020-12-18 13:39:16.000000000,2020-12-18 13:39:18.000000000,0.8,0.881,2.589,9.449,0.462,0.996,1,1,emg6+emg6- 77,1
1179,2020-12-18 13:39:18.000000000,2020-12-18 13:39:20.000000000,0.8,0.909,2.254,9.251,0.501,0.983,1,1,emg6+emg6- 77,1
1180,2020-12-18 13:39:20.000000000,2020-12-18 13:39:22.000000000,0.75,0.778,-1.043,3.836,0.51,0.976,0,0,emg6+emg6- 77,0
1181,2020-12-18 13:39:22.000000000,2020-12-18 13:39:24.000000000,0.667,0.516,1.816,3.445,0.491,0.971,1,1,emg6+emg6- 77,1
1182,2020-12-18 13:39:24.000000000,2020-12-18 13:39:26.000000000,1.0,0.468,2.676,12.276,0.515,0.975,1,1,emg6+emg6- 77,1
1183,2020-12-18 13:39:26.000000000,2020-12-18 13:39:28.000000000,0.8,0.916,3.004,12.259,0.472,0.979,1,1,emg6+emg6- 77,1
1184,2020-12-18 13:39:28.000000000,2020-12-18 13:39:30.000000000,0.8,0.792,2.562,10.739,0.493,0.981,1,1,emg6+emg6- 77,1
1185,2020-12-18 13:39:30.000000000,2020-12-18 13:39:32.000000000,1.0,0.701,2.61,10.419,0.49,0.986,1,1,emg6+emg6- 77,1
1186,2020-12-18 13:39:32.000000000,2020-12-18 13:39:34.000000000,0.667,0.643,2.834,12.185,0.482,0.975,1,1,emg6+emg6- 77,1
1187,2020-12-18 13:39:34.000000000,2020-12-18 13:39:36.000000000,0.667,0.561,2.654,10.675,0.488,0.982,1,1,emg6+emg6- 77,1
1188,2020-12-18 13:39:36.000000000,2020-12-18 13:39:38.000000000,1.0,0.492,3.463,17.073,0.486,0.972,1,1,emg6+emg6- 77,1
1189,2020-12-18 13:39:38.000000000,2020-12-18 13:39:40.000000000,0.8,0.829,2.672,11.303,0.473,0.969,1,1,emg6+emg6- 77,1
1190,2020-12-18 13:39:40.000000000,2020-12-18 13:39:42.000000000,0.8,0.728,2.566,10.787,0.468,0.993,1,1,emg6+emg6- 77,1
1191,2020-12-18 13:39:42.000000000,2020-12-18 13:39:44.000000000,1.0,0.631,2.84,11.775,0.466,0.988,1,1,emg6+emg6- 77,1
1192,2020-12-18 13:39:44.000000000,2020-12-18 13:39:46.000000000,0.8,0.486,2.6,13.14,0.499,0.971,1,1,emg6+emg6- 77,1
1193,2020-12-18 13:39:46.000000000,2020-12-18 13:39:48.000000000,0.8,0.879,2.895,11.622,0.471,0.991,1,1,emg6+emg6- 77,1
1194,2020-12-18 13:39:48.000000000,2020-12-18 13:39:50.000000000,0.8,0.726,2.126,7.294,0.479,0.961,1,1,emg6+emg6- 77,1
1195,2020-12-18 13:39:50.000000000,2020-12-18 13:39:52.000000000,1.0,0.646,1.462,4.294,0.49,0.924,1,1,emg6+emg6- 77,1
1196,2020-12-18 13:39:52.000000000,2020-12-18 13:39:54.000000000,1.0,0.623,1.744,5.129,0.426,0.92,1,1,emg6+emg6- 77,1
1197,2020-12-18 13:39:54.000000000,2020-12-18 13:39:56.000000000,0.667,0.626,2.834,11.376,0.475,0.981,1,1,emg6+emg6- 77,1
1198,2020-12-18 13:39:56.000000000,2020-12-18 13:39:58.000000000,0.667,0.561,2.515,9.976,0.505,0.964,1,1,emg6+emg6- 77,1
1199,2020-12-18 13:39:58.000000000,2020-12-18 13:40:00.000000000,0.5,0.491,2.669,12.941,0.494,0.968,1,1,emg6+emg6- 77,1
1200,2020-12-18 13:40:00.000000000,2020-12-18 13:40:02.000000000,0.8,0.898,2.756,10.951,0.484,0.985,1,1,emg6+emg6- 77,1
1201,2020-12-18 13:40:02.000000000,2020-12-18 13:40:04.000000000,0.8,0.745,2.594,10.677,0.491,0.99,1,1,emg6+emg6- 77,1
1202,2020-12-18 13:40:04.000000000,2020-12-18 13:40:06.000000000,1.0,0.636,2.404,9.423,0.488,0.968,1,1,emg6+emg6- 77,1
1203,2020-12-18 13:40:06.000000000,2020-12-18 13:40:08.000000000,1.0,0.569,2.74,11.19,0.488,0.981,1,1,emg6+emg6- 77,1
1204,2020-12-18 13:40:08.000000000,2020-12-18 13:40:10.000000000,0.5,0.515,2.401,11.519,0.488,0.943,1,1,emg6+emg6- 77,1
1205,2020-12-18 13:40:10.000000000,2020-12-18 13:40:12.000000000,0.8,0.904,2.497,9.623,0.503,0.975,1,1,emg6+emg6- 77,1
1206,2020-12-18 13:40:12.000000000,2020-12-18 13:40:14.000000000,0.8,0.764,2.67,10.55,0.481,0.97,1,1,emg6+emg6- 77,1
1207,2020-12-18 13:40:14.000000000,2020-12-18 13:40:16.000000000,1.0,0.649,2.591,10.438,0.492,0.969,1,1,emg6+emg6- 77,1
1208,2020-12-18 13:40:16.000000000,2020-12-18 13:40:18.000000000,1.0,0.6,2.207,8.461,0.447,0.953,1,1,emg6+emg6- 77,1
1209,2020-12-18 13:40:18.000000000,2020-12-18 13:40:20.000000000,0.667,0.609,2.689,10.646,0.494,0.975,1,1,emg6+emg6- 77,1
1210,2020-12-18 13:40:20.000000000,2020-12-18 13:40:22.000000000,0.667,0.587,2.598,10.447,0.493,0.963,1,1,emg6+emg6- 77,1
1211,2020-12-18 13:40:22.000000000,2020-12-18 13:40:24.000000000,0.8,0.492,2.556,12.678,0.487,0.983,1,1,emg6+emg6- 77,1
1212,2020-12-18 13:40:24.000000000,2020-12-18 13:40:26.000000000,0.8,0.952,2.697,10.386,0.487,0.974,1,1,emg6+emg6- 77,1
1213,2020-12-18 13:40:26.000000000,2020-12-18 13:40:28.000000000,0.8,0.838,2.668,11.202,0.494,0.987,1,1,emg6+emg6- 77,1
1214,2020-12-18 13:40:28.000000000,2020-12-18 13:40:30.000000000,0.8,0.746,2.438,9.162,0.516,0.972,1,1,emg6+emg6- 77,1
1215,2020-12-18 13:40:30.000000000,2020-12-18 13:40:32.000000000,1.0,0.694,2.642,11.116,0.466,0.97,1,1,emg6+emg6- 77,1
1216,2020-12-18 13:40:32.000000000,2020-12-18 13:40:34.000000000,0.667,0.625,2.83,11.942,0.488,0.974,1,1,emg6+emg6- 77,1
1217,2020-12-18 13:40:34.000000000,2020-12-18 13:40:36.000000000,0.8,0.515,2.276,11.745,0.493,0.968,1,1,emg6+emg6- 77,1
1218,2020-12-18 13:40:36.000000000,2020-12-18 13:40:38.000000000,0.8,0.924,2.492,9.399,0.475,0.967,1,1,emg6+emg6- 77,1
1219,2020-12-18 13:40:38.000000000,2020-12-18 13:40:40.000000000,0.8,0.807,2.566,10.485,0.492,0.98,1,1,emg6+emg6- 77,1
1220,2020-12-18 13:40:40.000000000,2020-12-18 13:40:42.000000000,0.8,0.726,2.444,9.839,0.492,0.97,1,1,emg6+emg6- 77,1
1221,2020-12-18 13:40:42.000000000,2020-12-18 13:40:44.000000000,1.0,0.7,2.494,10.142,0.492,0.959,1,1,emg6+emg6- 77,1
1222,2020-12-18 13:40:44.000000000,2020-12-18 13:40:46.000000000,1.0,0.644,2.826,11.332,0.496,0.969,1,1,emg6+emg6- 77,1
1223,2020-12-18 13:40:46.000000000,2020-12-18 13:40:48.000000000,0.667,0.577,2.556,10.36,0.479,0.969,1,1,emg6+emg6- 77,1
1224,2020-12-18 13:40:48.000000000,2020-12-18 13:40:50.000000000,0.8,0.509,3.221,15.211,0.496,0.965,1,1,emg6+emg6- 77,1
1225,2020-12-18 13:40:50.000000000,2020-12-18 13:40:52.000000000,0.8,0.872,2.458,10.167,0.473,0.972,1,1,emg6+emg6- 77,1
1226,2020-12-18 13:40:52.000000000,2020-12-18 13:40:54.000000000,0.8,0.754,2.442,9.398,0.501,0.967,1,1,emg6+emg6- 77,1
1227,2020-12-18 13:40:54.000000000,2020-12-18 13:40:56.000000000,1.0,0.709,2.614,10.75,0.475,0.972,1,1,emg6+emg6- 77,1
1228,2020-12-18 13:40:56.000000000,2020-12-18 13:40:58.000000000,1.0,0.609,2.679,10.68,0.474,0.988,1,1,emg6+emg6- 77,1
1229,2020-12-18 13:40:58.000000000,2020-12-18 13:41:00.000000000,0.8,0.49,1.912,10.198,0.493,0.972,1,1,emg6+emg6- 77,1
1230,2020-12-18 13:41:00.000000000,2020-12-18 13:41:02.000000000,1.0,0.464,3.049,12.147,0.526,0.984,1,1,emg6+emg6- 77,1
1231,2020-12-18 13:41:02.000000000,2020-12-18 13:41:04.000000000,0.8,0.328,2.761,10.0,0.547,0.937,1,1,emg6+emg6- 77,1
